EDAD,GENERO,CARRERA,EDAD_ELECCION_CARRERA,ID_CARRERA,CARRERA_LO_QREALM_QUERIAS,APASIONA_TUCARRERA,OPORT_LABORALES,FERIAS_EXPO,REC_FINANCIEROS,PASE_AUTOMATICO,PROM_CALIF_MIN,DIST_ALA_UNIV,PRESTIG_TITULO,SALARIO_PROM,TIPOS_ESPACIOS,HABILIDAD1,HABILIDAD2,HABILIDAD3,HABILIDAD4,HABILIDAD5,CALIF_HABIL1,CALIF_HABIL2,CALIF_HABIL3,CALIF_HABIL4,CALIF_HABIL5,ELECC_CARRERA,ESPACIOS_ID,HABILIDAD1_ID,HABILIDAD2_ID,HABILIDAD3_ID,HABILIDAD4_ID,HABILIDAD5_ID
24,HOMBRE,INGENIERIA MECATRONICA,18,5,4,4,3,4,2,5,5,3,1,4,OFICINAS,TRABAJAR BAJO PRESION,CONSTACIA,ORGANIZACION,HABILIDAD MATEMATICA,RESPONSABILIDAD,7.0,6.0,7.0,8.0,9.0,PERSONAL,0,47,45,23,12,11
24,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,3,4,3,3,1,3,3,2,4,OFICINAS,RESOLVER PROBLEMAS,DEDICACION,CRETIVIDAD,RAZONAMIENTO,TRABAJO EN EQUIPO,6.0,6.0,8.0,8.0,9.0,PERSONAL,0,14,23,83,9,1
23,HOMBRE,INGENIERIA MECATRONICA,18,5,5,5,3,2,2,5,4,4,1,5,OFICINAS,DEDICACION,ORGANIZACION,RESPONSABILIDAD,EMPATIA,TOMA DE DESICIONES,9.0,7.0,9.0,9.0,9.0,PERSONAL,0,10,22,21,22,16
24,HOMBRE,INGENIERIA CIVIL,18,3,5,4,4,2,3,5,4,3,1,5,EXTRANJERO,CONFIANZA,TRABAJO BAJO PRESION,CONSTANCIA,MANEJO DE PROBLEMAS,COMUNICACION,9.0,9.0,8.0,9.0,9.0,PERSONAL,2,70,7,9,121,34
24,MUJER,INGENIERIA CIVIL,17,3,5,5,5,3,4,5,4,4,2,5,EXTRANJERO,HONESTIDAD,TRABAJO EN EQUIPO,DISCIPLINA,TRABAJO BAJO PRESION,CONSTANCIA,8.0,8.0,8.0,8.0,7.0,PERSONAL,2,44,11,10,19,10
24,MUJER,INGENIERIA EN COMPUTACION,18,0,3,3,5,4,4,5,5,5,3,5,CAMPO,INTEGRIDAD,PLANIFICACION,CONFIANZA,HONESTIDAD,DEDICACION,9.0,8.0,9.0,9.0,9.0,PERSONAL,1,74,20,46,20,2
24,MUJER,INGENIERIA EN MINAS Y METALURGIA,17,19,4,4,3,2,2,5,5,3,2,4,EXTRANJERO,INICIATIVA,RESPONSABILIDAD,EMPATIA,HONESTIDAD,ORGANIZACION,9.0,9.0,7.0,9.0,9.0,PERSONAL,2,84,4,14,20,8
23,HOMBRE,INGENIERIA MECATRONICA,17,5,5,4,5,4,3,1,2,1,2,4,CAMPO,FLEXIBILIDAD,RESOLVER PROBLEMAS,CONSTANCIA,RESPONSABILIDAD,CREATIVIDAD,6.0,7.0,7.0,8.0,8.0,PERSONAL,1,80,34,9,21,7
24,HOMBRE,INGENIERIA MECATRONICA,18,5,4,5,4,5,4,5,5,4,2,4,OTROS,ADAPTACION,HABILIDAD MATEMATICA,DEDICACION,TOMA DE DESICIONES,ANALISIS,8.0,8.0,7.0,9.0,8.0,PERSONAL,3,21,9,6,0,5
25,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,3,3,4,2,2,5,4,2,2,5,CAMPO,TRABAJO EN EQUIPO,ADAPTACION,PLANIFICACION,TOMA DE DESICIONES,ANALISIS,8.0,7.0,9.0,8.0,8.0,PERSONAL,1,5,62,39,0,5
24,MUJER,INGENIERIA EN COMPUTACION,18,0,5,5,4,1,1,1,1,1,3,1,OTROS,ORGANIZACION,ACTITUD,RESOLUCION DE PROBLEMAS,NOINFO,NOINFO,9.0,9.0,9.0,0.0,0.0,PERSONAL,3,42,44,1,1,0
23,HOMBRE,INGENIERIA EN TELECOMUNICACIONES,18,9,4,5,1,5,5,5,5,1,3,1,EXTRANJERO,INGENIO,RESPONSABILIDAD,INTELIGENCIA,CONSTANCIA,HABILIDAD MATEMATICA,10.0,6.0,7.0,6.0,7.0,PERSONAL,2,6,4,24,15,17
24,HOMBRE,INGENIERIA EN COMPUTACION,18,0,5,4,5,1,4,5,5,1,1,4,CAMPO,PROGRAMACION,LIDERAZGO,ANALISIS,NOINFO,NOINFO,8.0,9.0,8.0,0.0,0.0,PERSONAL,1,16,6,3,1,0
22,MUJER,INGENIERIA EN COMPUTACION,12,0,5,4,5,4,4,5,5,5,5,2,OTROS,PENSAMIENTO ABSTRACTO,HABILIDAD MATEMATICA,PENSAMIENTO LOGICO,NOINFO,NOINFO,8.0,8.0,8.0,0.0,0.0,PERSONAL,3,53,9,36,1,0
24,MUJER,INGENIERIA PETROLERA,19,4,4,4,5,4,1,5,5,5,5,2,EXTRANJERO,TRABAJO EN EQUIPO,CAPACIDAD DE DECISCION,HABILIDAD MATEMATICA,TRABAJO BAJO PRESION,RESPONSABILIDAD,9.0,9.0,8.0,8.0,10.0,PERSONAL,2,5,54,52,19,11
22,MUJER,INGENIERIA GEOFISICA,17,6,4,4,5,5,5,5,5,5,5,4,OTROS,INTERES POR LA TIERRA,FISICA,MATEMATICA,TRABAJO EN EQUIPO,NOINFO,10.0,10.0,10.0,10.0,0.0,PERSONAL,3,68,21,26,6,0
22,HOMBRE,INGENIERIA GEOFISICA,18,6,2,1,4,1,1,4,5,1,4,4,EXTRANJERO,TRABAJO EN EQUIPO,TRABAJO BAJO PRESION,HABILIDAD MATEMATICA,NOINFO,NOINFO,8.0,6.0,8.0,0.0,0.0,PERSONAL,2,5,7,52,1,0
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,3,3,3,3,5,5,1,1,3,OTROS,AGILIDAD MENTAL,RESPONSABILIDAD,RESOLUCION DE PROBLEMAS,LIDERAZGO,INGLES,7.0,8.0,9.0,10.0,6.0,PERSONAL,3,48,4,1,8,14
23,HOMBRE,INGENIERIA EN COMPUTACION,18,0,4,4,5,5,1,1,5,1,5,5,CAMPO,CREATIVIDAD,RESOLUCION DE PROBLEMAS,PENSAMIENTO MATEMATICO,NOINFO,NOINFO,8.0,7.0,9.0,0.0,0.0,PERSONAL,1,4,16,45,1,0
23,MUJER,INGENIERIA ELECTRONICA,17,38,5,5,4,3,1,1,1,1,4,2,CAMPO,MATEMATICAS,PROGRAMACION,PENSAMIENTO CRITICO,PENSAMIENTO LOGICO,PENSAMIENTO ANALITICO,10.0,10.0,10.0,10.0,10.0,PERSONAL,1,3,10,8,17,20
25,HOMBRE,INGENIERIA MECATRONICA,18,5,4,5,5,5,5,4,5,4,5,5,CAMPO,PERSEVERANCIA,LOGICA,DISCIPLINA,ADAPTABILIDAD,TRABAJO EN EQUIPO,9.0,9.0,8.0,8.0,8.0,PERSONAL,1,22,0,10,52,1
27,HOMBRE,INGENIERIA MECATRONICA,17,5,4,4,5,5,3,1,2,1,1,5,EXTRANJERO,ADAPTACION,CREATIVIDAD,TRABAJO EN EQUIPO,HONESTIDAD,COMUNICACION,9.0,8.0,9.0,8.0,8.0,PERSONAL,2,21,1,7,20,34
23,MUJER,INGENIERIA EN COMPUTACION,18,0,4,3,4,3,3,4,4,1,1,2,CAMPO,TOLERANCIA,ACTITUD,CREATIVO,PENSAMIENTO LOGICO,TRABAJO EN EQUIPO,8.0,8.0,8.0,9.0,8.0,PERSONAL,1,35,44,84,17,1
30,HOMBRE,INGENIERIA ELECTRICA ELECTRONICA,19,2,4,5,2,1,1,1,1,3,3,2,CAMPO,CREATIVIDAD,CONSTACIA,TRABAJO EN EQUIPO,PENSAMIENTO LOGICO,PENSAMIENTO ANALITICO,8.0,9.0,8.0,9.0,9.0,PERSONAL,1,4,45,7,17,20
21,HOMBRE,INGENIERIA GEOFISICA,16,6,4,4,3,3,1,1,1,1,1,4,EXTRANJERO,TRABAJAR BAJO PRESION,RESPONSABILIDAD,PENSAMIENTO CRITICO,LOGICA,ORGANIZACION,9.0,9.0,9.0,8.0,9.0,PERSONAL,2,47,4,8,7,8
22,HOMBRE,INGENIERIA INDUSTRIAL,17,1,5,5,3,3,3,2,2,1,1,5,OTROS,LIDERAZGO,PLANIFICACION,PENSAMIENTO LOGICO,RESPONSABILIDAD,TRABAJO EN EQUIPO,8.0,8.0,9.0,8.0,9.0,PERSONAL,3,2,20,36,21,1
26,MUJER,INGENIERIA MECATRONICA,17,5,5,5,2,2,3,2,3,2,3,4,OTROS,PROGRAMACION,PENSAMIENTO LOGICO,ANALITICO,PENSAMIENTO CRITICO,TRABAJO EN EQUIPO,8.0,9.0,9.0,9.0,9.0,PERSONAL,3,16,46,34,114,1
26,HOMBRE,INGENIERIA MECATRONICA,18,5,4,5,1,2,2,3,2,3,1,5,CAMPO,TRABAJO EN EQUIPO,ANALITICO,PENSAMIENTO LOGICO,RESPONSABILIDAD,PENSAMIENTO LOGICO,8.0,10.0,10.0,8.0,10.0,PERSONAL,1,5,15,36,21,30
23,MUJER,INGENIERIA EN COMPUTACION,16,0,4,4,5,5,3,4,5,3,2,4,CAMPO,TRABAJO EN EQUIPO,RESPONSABILIDAD,PENSAMIENTO CRITICO,PERSEVERANCIA,PENSAMIENTO LOGICO,8.0,8.0,8.0,9.0,10.0,PERSONAL,1,5,4,8,18,30
